stock_code,date,foreign_buy,percent_foreign_ownership,cash_dividend,dividend_yield,beta,eps,pe,forward_pe,bvps,pb
BVB,2024-11-14,,0.08,,,1.53,301.0,37.15,30.87,10933.0,1.02
BTU,2024-11-14,,,1000.0,0.07,0.33,112.0,125.02,7.43,11159.0,1.25
BTW,2024-11-14,,21.8,2212.0,0.06,0.02,5995.0,6.61,6.74,28498.0,1.39
BTV,2024-11-14,,,,,0.53,1362.0,9.33,9.98,9902.0,1.28
BVH,2024-11-14,7800.0,26.64,954.0,0.02,0.82,2570.0,17.59,115.7,31998.0,1.41
BVL,2024-11-14,,,,,-0.5,430.0,24.41,7.34,14247.0,0.74
BVS,2024-11-14,74900.0,2.57,800.0,0.02,2.74,2556.0,15.88,16.2,34272.0,1.18
BVN,2024-11-14,,0.29,,,-0.36,,,3.91,,
BWS,2024-11-14,,0.81,1000.0,0.03,0.09,2973.0,11.1,13.47,11531.0,2.86
BWE,2024-11-14,500.0,11.85,,,0.88,3158.0,14.22,14.11,24367.0,1.84
BWA,2024-11-14,,,450.0,0.04,0.03,,,26.02,,
BXH,2024-11-14,,,250.0,0.02,0.79,133.0,115.13,81.71,18085.0,0.85
BMJ,2024-11-14,,,,,1.37,465.0,23.42,16.83,11469.0,0.95
C21,2024-11-14,,0.08,,,0.11,-470.0,-36.41,41.33,35675.0,0.48
C22,2024-11-14,,,1000.0,0.06,0.07,,,7.11,,
C32,2024-11-14,,1.08,,,0.07,83.0,211.33,16.44,36027.0,0.49
BVG,2024-11-14,,0.09,,,0.1,-1385.0,-1.59,9.53,5026.0,0.44
C12,2024-11-14,,,,,,558.0,5.74,3.88,16475.0,0.19
C69,2024-11-14,3100.0,0.21,,,0.72,260.0,25.03,20.09,13592.0,0.48
C4G,2024-11-14,,,,,1.37,578.0,13.86,11.44,10911.0,0.73
C92,2024-11-14,,3.7,,,1.0,180.0,23.34,22.29,11622.0,0.36
C47,2024-11-14,,0.04,,,0.52,232.0,26.23,8.85,12125.0,0.5
CAD,2024-11-14,,3.45,,,2.49,-4237.0,-0.12,5.2,-71532.0,-0.01
CAB,2024-11-14,,,326.0,0.03,0.71,656.0,14.95,46.27,12277.0,0.8
CAG,2024-11-14,,,168.0,0.02,0.62,-26.0,-280.94,22.69,10404.0,0.71
CAN,2024-11-14,,26.23,1200.0,0.03,-0.36,-190.0,-249.34,26.66,27601.0,1.71
CAP,2024-11-14,,,5000.0,0.11,0.38,2306.0,19.38,9.75,15719.0,2.84
CBI,2024-11-14,,,,,-0.63,-826.0,-11.02,78.16,8976.0,1.01
CAT,2024-11-14,,,1000.0,0.05,-0.19,1135.0,16.29,6.44,11104.0,1.67
CCA,2024-11-14,,,800.0,0.05,-1.46,237.0,62.03,14.79,18315.0,0.8
CCC,2024-11-14,,,,,-0.02,753.0,24.58,15.25,14257.0,1.3
CC1,2024-11-14,,0.01,,,1.62,764.0,18.2,8.45,12291.0,1.13
CC4,2024-11-14,,,500.0,0.04,-0.32,478.0,25.11,23.13,13525.0,0.89
CBS,2024-11-14,,,5500.0,0.18,0.37,,,4.79,,
CCR,2024-11-14,,0.07,450.0,0.03,1.15,678.0,20.94,17.4,11313.0,1.26
CCM,2024-11-14,,,2000.0,0.04,0.03,7621.0,6.31,5.42,37668.0,1.28
CCL,2024-11-14,1100.0,0.94,500.0,0.07,1.79,821.0,9.13,7.44,12106.0,0.62
CCI,2024-11-14,,2.37,1300.0,0.06,0.13,2079.0,10.29,14.3,15473.0,1.38
CCP,2024-11-14,,,,,-0.86,-400.0,-81.35,31.2,10849.0,3.0
CDG,2024-11-14,,,950.0,0.43,0.33,1538.0,1.43,2.1,13099.0,0.17
CCV,2024-11-14,,,3137.0,0.06,0.15,,,10.64,,
CCT,2024-11-14,,0.03,,,-1.46,187.0,62.12,62.61,9455.0,1.23
CDC,2024-11-14,,1.31,,,0.21,980.0,18.27,8.29,15774.0,1.13
CDH,2024-11-14,,,500.0,0.05,2.1,,,5.05,,
CDN,2024-11-14,,,1400.0,0.05,0.08,3024.0,9.99,8.19,17762.0,1.7
CDR,2024-11-14,,,500.0,0.04,1.77,,,18.2,,
CDP,2024-11-14,,,500.0,0.05,0.36,1009.0,10.52,9.95,11731.0,0.9
CE1,2024-11-14,,,,,,,,6.05,,
CEO,2024-11-14,9020.0,4.97,,,2.19,327.0,45.58,53.68,11713.0,1.27
CEN,2024-11-14,,,,,0.11,-3.0,-726.07,68.24,10072.0,0.22
CFM,2024-11-14,,0.53,200.0,0.02,0.45,,,15.89,,
CET,2024-11-14,,0.87,,,-0.49,-29.0,-170.42,6.25,11138.0,0.45
CGV,2024-11-14,,0.14,,,2.87,,,21.11,,
CFV,2024-11-14,,,,,-1.54,2693.0,8.17,68.03,13496.0,1.63
CH5,2024-11-14,,,1100.0,0.07,0.17,,,13.95,,
CEG,2024-11-14,,,250.0,0.03,,,,37.24,,
CI5,2024-11-14,,,,,0.21,,,69.28,,
CHC,2024-11-14,,,,,-1.15,,,25.58,,
CDO,2024-11-14,,0.29,,,0.65,-163.0,-11.69,149.61,6573.0,0.29
CIA,2024-11-14,,0.95,,,0.88,468.0,20.51,43.91,17764.0,0.54
CHS,2024-11-14,,3.26,1400.0,0.12,0.54,1429.0,8.37,9.4,12080.0,0.99
CIG,2024-11-14,,0.05,,,0.31,168.0,49.26,17.45,4968.0,1.67
CHP,2024-11-14,,3.8,2500.0,0.07,0.11,2110.0,15.83,25.16,12258.0,2.72
CII,2024-11-14,46800.0,5.68,800.0,0.06,1.6,1598.0,9.07,10.75,29499.0,0.49
CID,2024-11-14,,2.92,653.0,0.02,-2.11,-105.0,-288.24,,4615.0,6.53
CIP,2024-11-14,,,,,0.75,,,27.43,,
CJC,2024-11-14,,0.27,,,,770.0,33.49,37.53,11219.0,2.3
CK8,2024-11-14,,,,,,,,3.97,,
CKA,2024-11-14,,,5000.0,0.12,-0.71,,,6.22,,
CKG,2024-11-14,,0.02,,,0.69,1428.0,17.51,16.77,14977.0,1.67
CLH,2024-11-14,,5.31,2600.0,0.12,0.09,2896.0,7.63,6.63,14923.0,1.48
CLL,2024-11-14,,10.59,2600.0,0.07,-0.12,2916.0,12.93,12.88,17679.0,2.13
CKD,2024-11-14,,0.03,1900.0,0.08,-0.01,3093.0,7.25,9.02,16901.0,1.33
CKV,2024-11-14,,0.19,1100.0,0.09,1.34,477.0,27.04,19.21,18951.0,0.68
CLG,2024-11-14,,0.53,,,,631.0,0.79,5.44,1254.0,0.4
CLM,2024-11-14,,,3000.0,0.04,-0.15,18089.0,4.11,10.19,66093.0,1.12
CLC,2024-11-14,,2.26,4000.0,0.08,0.06,6371.0,7.68,10.35,33676.0,1.45
CLW,2024-11-14,,4.79,1600.0,0.04,0.02,3749.0,11.34,11.0,18787.0,2.26
CLX,2024-11-14,,1.34,700.0,0.04,1.88,2192.0,7.28,7.51,20496.0,0.78
CMG,2024-11-14,87300.0,38.79,600.0,0.01,1.95,1861.0,31.6,27.64,18091.0,3.25
CMF,2024-11-14,,24.38,5000.0,0.01,0.5,20528.0,16.45,10.69,114829.0,2.94
CMD,2024-11-14,,0.05,3000.0,0.14,0.18,2779.0,7.87,10.32,21739.0,1.01
CMM,2024-11-14,,,,,-0.3,888.0,10.25,10.48,11996.0,0.76
CMC,2024-11-14,,,,,0.4,-300.0,-22.32,6.11,13366.0,0.5
CMK,2024-11-14,,,,,,1205.0,7.3,11.8,12005.0,0.73
EPC,2024-11-14,,,,,0.44,,,23.43,,
CMI,2024-11-14,,0.38,,,-0.34,-574.0,-1.92,0.87,-6620.0,-0.17
CMS,2024-11-14,,,,,0.94,176.0,59.8,43.6,10965.0,0.96
CMN,2024-11-14,,0.06,2600.0,0.04,1.13,2405.0,27.03,11.56,26231.0,2.48
CMT,2024-11-14,,3.43,1000.0,0.06,2.99,3653.0,4.3,5.03,23016.0,0.68
CMP,2024-11-14,,,,,,316.0,25.65,562.11,10779.0,0.75
CNA,2024-11-14,,,,,,,,,,
CMW,2024-11-14,,0.01,441.0,0.03,-0.04,1016.0,12.79,14.59,11123.0,1.17
CMX,2024-11-14,18000.0,17.17,,,1.33,650.0,12.27,7.74,15180.0,0.53
CNG,2024-11-14,,2.86,1200.0,0.04,1.45,3124.0,10.18,12.58,17608.0,1.81
CNN,2024-11-14,,,1215.0,0.03,1.66,,,26.83,,
CNC,2024-11-14,2500.0,6.34,4000.0,0.13,0.54,4449.0,6.99,8.62,106196.0,0.29
CPC,2024-11-14,,4.13,1800.0,0.1,0.17,2511.0,7.21,8.85,20846.0,0.87
CPH,2024-11-14,,,1848.0,6.16,,482.0,0.62,0.15,10981.0,0.03
CPA,2024-11-14,,,,,0.61,-396.0,-17.67,-30.32,2293.0,3.05
CPI,2024-11-14,,,,,0.46,45.0,87.13,28.47,-661.0,-5.9
CQN,2024-11-14,,,1000.0,0.03,0.73,1591.0,18.37,18.87,12712.0,2.3
CSC,2024-11-14,,,,,1.32,1076.0,23.88,7.35,22641.0,1.14
CRC,2024-11-14,,0.16,,,0.41,1407.0,4.81,7.25,13529.0,0.5
CSI,2024-11-14,3100.0,33.73,,,2.97,-693.0,-44.4,28.72,10128.0,3.04
CQT,2024-11-14,,,800.0,0.09,-0.45,196.0,47.37,10.29,9735.0,0.96
CSM,2024-11-14,54100.0,0.85,300.0,0.02,0.79,840.0,14.88,16.19,13043.0,0.96
CSV,2024-11-14,111600.0,3.09,2500.0,0.06,1.97,3950.0,10.22,17.07,13752.0,2.93
CST,2024-11-14,,,2000.0,0.09,1.6,7304.0,3.05,7.32,25057.0,0.89
CT3,2024-11-14,,,,,,,,10.71,,
CT6,2024-11-14,,0.03,,,-0.41,1506.0,5.64,12.98,10362.0,0.82
CTD,2024-11-14,2050.0,49.0,,,1.38,3259.0,21.63,16.99,83762.0,0.84
CTB,2024-11-14,,0.5,2000.0,0.09,0.12,2119.0,10.05,6.48,21659.0,0.98
CTA,2024-11-14,,0.26,,,,-843.0,-1.66,4.51,4690.0,0.3
CTC,2024-11-14,,0.48,,,,-118.0,-11.02,12.84,6632.0,0.2
CTF,2024-11-14,13800.0,3.44,,,0.15,212.0,135.9,32.18,12085.0,2.38
CTG,2024-11-14,144500.0,26.58,,,1.08,4128.0,8.32,9.55,26254.0,1.31
CTI,2024-11-14,,0.5,,,1.34,1966.0,8.42,9.47,27447.0,0.6
CMV,2024-11-14,,0.04,400.0,0.04,0.28,695.0,13.1,14.43,13366.0,0.68
CTS,2024-11-14,6600.0,0.43,,,1.88,1382.0,26.62,19.53,14879.0,2.47
CTR,2024-11-14,28700.0,9.9,4639.0,0.03,1.71,4639.0,29.79,29.73,14780.0,9.35
CTN,2024-11-14,,1.53,,,,-532.0,-0.94,1.39,-3545.0,-0.14
CTT,2024-11-14,,0.45,1000.0,0.06,0.02,2972.0,5.55,5.17,14107.0,1.17
CRE,2024-11-14,600.0,4.03,,,0.78,68.0,100.91,14.42,12186.0,0.56
CNT,2024-11-14,,,100.0,0.01,2.8,4576.0,3.02,5.91,13594.0,1.02
CTX,2024-11-14,,0.01,,,,130.0,58.56,9.99,12900.0,0.59
CTP,2024-11-14,30.0,0.81,,,1.55,28.0,1206.71,25.56,12261.0,2.76
COM,2024-11-14,,0.21,1500.0,0.04,-0.15,2461.0,14.61,31.73,29945.0,1.2
CX8,2024-11-14,,,,,0.66,66.0,102.27,25.11,10507.0,0.65
CVN,2024-11-14,,,,,-0.32,27.0,70.14,0.94,13600.0,0.14
D11,2024-11-14,,,,,0.09,487.0,21.99,20.45,25644.0,0.42
CTW,2024-11-14,,,660.0,0.02,-1.37,3150.0,9.52,14.03,19821.0,1.51
D2D,2024-11-14,500.0,0.59,8700.0,0.27,0.6,678.0,47.17,21.79,30863.0,1.04
D17,2024-11-14,,,2000.0,0.05,0.06,1405.0,30.25,11.64,21967.0,1.93
DAD,2024-11-14,,,2000.0,0.1,-0.02,2494.0,8.38,6.97,20936.0,1.0
DAC,2024-11-14,,6.46,,,0.29,-4503.0,-1.0,-0.53,1997.0,2.25
CVT,2024-11-14,,0.46,,,0.36,1418.0,17.38,17.73,26528.0,0.93
DAG,2024-11-14,,0.86,,,0.56,-889.0,-1.57,8.89,452.0,3.1
DAE,2024-11-14,,,1200.0,0.08,0.3,1665.0,9.31,7.65,21893.0,0.71
DAN,2024-11-14,,0.17,700.0,0.02,-0.45,3012.0,10.13,8.29,36128.0,0.84
DBC,2024-11-14,26000.0,7.95,,,1.54,2151.0,12.97,12.79,19503.0,1.43
DAH,2024-11-14,,,,,0.77,20.0,157.84,26.1,10955.0,0.28
DAT,2024-11-14,,0.01,,,0.28,938.0,7.95,5.16,12654.0,0.59
DC2,2024-11-14,,2.4,,,0.3,529.0,12.1,9.05,11047.0,0.58
DAS,2024-11-14,,,1000.0,0.16,0.25,,,5.25,,
DBD,2024-11-14,4500.0,14.64,,,0.44,3427.0,14.14,14.17,17448.0,2.78
DBT,2024-11-14,,1.28,,,0.39,987.0,12.06,4.98,14070.0,0.85
DC4,2024-11-14,5300.0,0.46,,,1.0,3744.0,3.3,6.48,13559.0,0.91
DBM,2024-11-14,,1.07,1700.0,0.07,0.23,2895.0,8.81,8.25,24723.0,1.03
DCF,2024-11-14,,,,,0.49,1742.0,33.86,38.48,15784.0,3.74
DCM,2024-11-14,16600.0,7.04,2000.0,0.05,1.69,2886.0,13.1,25.18,18690.0,2.02
CYC,2024-11-14,,10.69,,,,-14134.0,-0.21,13.12,5942.0,0.49
DCH,2024-11-14,,,100.0,0.01,0.08,,,55.8,,
DCL,2024-11-14,,1.12,,,0.59,869.0,30.71,15.27,20316.0,1.31
DC1,2024-11-14,,0.74,,,-0.78,,,19.53,,
DCS,2024-11-14,,0.62,,,-0.4,11.0,52.22,15.73,10487.0,0.06
DDG,2024-11-14,,3.69,,,1.44,184.0,15.76,57.88,10090.0,0.29
DCG,2024-11-14,,5.25,1500.0,0.13,-0.16,659.0,18.22,4.55,13442.0,0.89
DDH,2024-11-14,,,600.0,0.03,-0.4,,,11.9,,
DCT,2024-11-14,,0.39,,,-0.03,-3078.0,-0.19,5.36,-17660.0,-0.03
DCR,2024-11-14,,,,,-1.12,324.0,16.79,35.36,10556.0,0.52
DDV,2024-11-14,,5.41,600.0,0.03,3.38,1185.0,14.8,20.47,11766.0,1.49
DFC,2024-11-14,,,2000.0,0.1,-0.19,1565.0,12.78,7.76,24024.0,0.83
DDM,2024-11-14,,0.11,,,-1.04,-8479.0,-0.22,0.19,-73544.0,-0.03
DGC,2024-11-14,156720.0,18.01,6000.0,0.05,1.62,7743.0,15.06,14.28,37235.0,3.13
DGT,2024-11-14,,0.07,,,1.76,462.0,13.0,12.04,12711.0,0.47
DFF,2024-11-14,,,,,2.08,-2450.0,-0.77,18.84,6404.0,0.29
DDN,2024-11-14,,,,,0.22,531.0,14.87,25.26,13447.0,0.59
DHC,2024-11-14,,39.37,2000.0,0.06,0.64,3330.0,10.45,9.34,24330.0,1.43
DHA,2024-11-14,300.0,10.17,2000.0,0.05,0.71,4216.0,9.56,15.89,28499.0,1.41
DHG,2024-11-14,400.0,53.75,7500.0,0.07,0.34,6362.0,16.13,12.42,33726.0,3.04
DHD,2024-11-14,,,300.0,0.01,-0.02,1721.0,15.98,24.02,15832.0,1.74
DHP,2024-11-14,,0.44,1000.0,0.09,-0.3,1456.0,7.83,7.84,18114.0,0.63
DIG,2024-11-14,38200.0,4.55,,,1.31,135.0,152.12,12.44,13035.0,1.58
DHN,2024-11-14,,,2000.0,0.08,-0.01,,,10.63,,
DID,2024-11-14,,0.04,,,1.29,67.0,62.46,65.66,11801.0,0.36
DIC,2024-11-14,,0.33,,,-0.17,-1409.0,-0.71,18.99,-3469.0,-0.29
DHB,2024-11-14,,,,,1.75,5835.0,1.4,13.25,2023.0,4.05
DKC,2024-11-14,,,1300.0,1.86,0.35,,,0.65,,
DL1,2024-11-14,6100.0,5.87,,,0.88,497.0,12.49,8.67,13959.0,0.44
DLD,2024-11-14,,,,,2.34,-2131.0,-2.67,-9.32,4194.0,1.36
DGW,2024-11-14,17500.0,22.9,500.0,0.01,1.6,2333.0,18.45,19.09,13080.0,3.29
DHM,2024-11-14,,0.13,,,0.42,234.0,38.91,25.71,11342.0,0.8
DMC,2024-11-14,,56.56,2500.0,0.04,0.53,5289.0,12.61,11.58,44221.0,1.51
DLR,2024-11-14,,4.71,,,-0.19,396.0,45.47,137.63,-3875.0,-4.65
DM7,2024-11-14,,,1711.0,0.09,0.37,4004.0,5.0,5.64,18969.0,1.05
DMN,2024-11-14,,,,,0.26,458.0,11.25,2.8,12893.0,0.4
DLT,2024-11-14,,0.04,1000.0,0.16,,-37446.0,-0.17,0.28,337805.0,0.02
DNA,2024-11-14,,,1500.0,0.06,-0.49,2276.0,10.46,8.36,15346.0,1.55
DNC,2024-11-14,,,2500.0,0.03,-0.23,6468.0,11.91,12.24,16650.0,4.62
DHT,2024-11-14,200.0,35.99,1000.0,0.01,0.35,792.0,87.49,72.69,13074.0,5.3
DMS,2024-11-14,,,200.0,0.03,0.64,1269.0,6.23,9.88,12103.0,0.65
DIH,2024-11-14,,,,,-0.04,-380.0,-42.1,9.19,17340.0,0.92
DNH,2024-11-14,,,2850.0,0.06,0.76,1637.0,30.54,38.95,12663.0,3.95
DNE,2024-11-14,,,500.0,0.05,-0.51,573.0,16.77,7.36,10575.0,0.91
DND,2024-11-14,,,,,-0.05,94.0,175.35,237.0,12004.0,1.37
DNL,2024-11-14,,,1000.0,0.05,-0.29,6.0,3812.52,16.87,10344.0,2.12
DLG,2024-11-14,100.0,1.24,,,1.08,-237.0,-8.2,3.23,2149.0,0.9
DNW,2024-11-14,,0.25,1600.0,0.05,0.5,2702.0,11.98,15.67,19787.0,1.64
DNP,2024-11-14,,0.18,,,0.88,326.0,63.82,40.17,42819.0,0.49
DNT,2024-11-14,,,1000.0,0.03,-0.46,,,23.74,,
DNM,2024-11-14,,3.5,,,-0.31,-11013.0,-0.82,116.47,515.0,17.48
DNN,2024-11-14,,,1700.0,8.5,,1471.0,0.14,0.13,13584.0,0.01
DOC,2024-11-14,,,400.0,0.04,-0.26,,,29.26,,
DP2,2024-11-14,,,,,-0.87,-884.0,-3.28,580.0,3939.0,0.74
DPG,2024-11-14,14600.0,6.55,1000.0,0.02,2.17,3424.0,15.45,9.7,39777.0,1.33
DPC,2024-11-14,,1.23,,,1.2,-2124.0,-4.71,4.47,11360.0,0.88
DP1,2024-11-14,,,2300.0,0.06,1.23,6597.0,5.61,8.06,19598.0,1.89
DP3,2024-11-14,,,3000.0,0.05,0.5,5657.0,10.25,14.5,21804.0,2.66
DPM,2024-11-14,95300.0,7.61,2000.0,0.06,1.41,1700.0,20.02,24.59,28704.0,1.19
DPH,2024-11-14,,0.06,1700.0,0.03,0.02,567.0,88.16,7.72,23699.0,2.11
ECI,2024-11-14,,,600.0,0.02,0.02,-4313.0,-5.68,12.86,16630.0,1.47
DRC,2024-11-14,2900.0,9.44,1200.0,0.04,1.3,2259.0,12.39,14.59,16125.0,1.74
DPR,2024-11-14,100.0,5.03,1500.0,0.04,1.52,2719.0,14.18,15.1,37062.0,1.04
DPP,2024-11-14,,,1200.0,0.07,-0.24,,,6.25,,
DRH,2024-11-14,,0.91,,,1.19,-955.0,-1.99,47.25,11563.0,0.16
DQC,2024-11-14,,0.61,,,0.33,-938.0,-13.76,22.16,32295.0,0.4
DRI,2024-11-14,1500.0,0.11,600.0,0.05,2.94,1393.0,8.64,14.54,7809.0,1.54
DRG,2024-11-14,,,,,1.71,382.0,21.26,92.51,11699.0,0.69
DS3,2024-11-14,,0.34,,,-0.39,1452.0,3.65,5.65,7851.0,0.68
DSE,2024-11-14,,13.16,,,0.96,748.0,31.5,45.71,12611.0,1.87
DSG,2024-11-14,,0.17,,,0.55,-608.0,-8.89,-17.17,60.0,90.0
DSD,2024-11-14,,,,,,166.0,120.16,77.53,12876.0,1.55
DST,2024-11-14,,,,,1.57,320.0,9.7,32.68,12386.0,0.25
DSN,2024-11-14,,15.79,4000.0,0.07,0.24,8062.0,6.78,6.36,27913.0,1.96
DPS,2024-11-14,,0.34,,,,-217.0,-1.38,0.67,10472.0,0.03
DTD,2024-11-14,500.0,0.79,,,3.0,2829.0,9.72,5.82,22744.0,1.21
DOP,2024-11-14,,,1200.0,0.09,-0.16,,,6.96,,
DRL,2024-11-14,,2.93,5800.0,0.1,0.15,4884.0,12.35,13.84,11567.0,5.21
DTA,2024-11-14,,0.2,,,-0.14,95.0,43.3,22.47,11320.0,0.36
DTC,2024-11-14,,,,,0.47,-3624.0,-1.3,-1.56,2041.0,2.3
DSP,2024-11-14,,,,,0.06,-31.0,-429.51,518.69,8047.0,1.68
DTB,2024-11-14,,,1073.0,0.1,-2.38,,,6.36,,
DTE,2024-11-14,,,,,-0.05,699.0,7.3,2.0,11282.0,0.45
DTG,2024-11-14,,0.08,,,0.6,3857.0,6.07,5.89,21061.0,1.11
DTH,2024-11-14,,,300.0,0.02,-0.12,482.0,28.2,18.15,18177.0,0.75
DTK,2024-11-14,,0.01,400.0,0.03,-0.02,883.0,14.37,13.18,12202.0,1.04
DTL,2024-11-14,,,,,0.28,-240.0,-43.49,37.77,12543.0,0.83
DTP,2024-11-14,,,1500.0,0.01,0.11,14883.0,9.74,9.05,57321.0,2.53
DTT,2024-11-14,,0.17,800.0,0.04,-0.01,1360.0,13.71,20.27,16000.0,1.17
DVM,2024-11-14,,,,,0.99,1208.0,7.04,7.35,16981.0,0.5
DVN,2024-11-14,,,700.0,0.03,1.85,1943.0,11.68,11.3,14220.0,1.6
DVP,2024-11-14,,14.08,7000.0,0.09,0.3,8235.0,9.4,8.97,35678.0,2.17
DTI,2024-11-14,,,,,1.4,15.0,149.56,4.24,10059.0,0.22
DVG,2024-11-14,,,,,-0.74,16.0,82.64,4.85,11196.0,0.12
DXG,2024-11-14,172100.0,18.21,,,1.73,209.0,78.65,9.87,21694.0,0.76
DUS,2024-11-14,,,,,,6.0,1317.07,-0.97,13641.0,0.59
DWC,2024-11-14,,,,,-0.17,1267.0,8.05,28.4,11019.0,0.93
DWS,2024-11-14,,,600.0,0.04,-0.14,1715.0,7.87,7.9,13663.0,0.99
DVC,2024-11-14,,,600.0,0.06,-0.9,,,6.42,,
DXL,2024-11-14,,1.86,125.0,0.01,-0.18,6197.0,1.65,50.46,12237.0,0.83
DXP,2024-11-14,,,500.0,0.04,1.43,1022.0,11.65,9.51,14106.0,0.84
DVW,2024-11-14,,,2000.0,0.1,0.19,,,6.11,,
DXS,2024-11-14,326200.0,18.51,,,1.53,-17.0,-399.18,1.88,14291.0,0.48
DXV,2024-11-14,,0.54,,,0.53,-994.0,-4.29,-5.95,9965.0,0.43
E12,2024-11-14,,,,,1.28,-2352.0,-2.59,2.09,9859.0,0.62
DZM,2024-11-14,,9.71,,,,-212.0,-13.69,8.4,-872.0,-3.33
E1VFVN30,2024-11-14,1525600.0,87.53,,,,,,,,
ECO,2024-11-14,,,,,3.59,322.0,44.16,,10921.0,1.3
E29,2024-11-14,,,500.0,0.07,0.83,39.0,191.91,8.61,10048.0,0.74
EIB,2024-11-14,,3.11,300.0,0.02,0.49,1547.0,12.05,6.29,12979.0,1.44
EBS,2024-11-14,,0.66,800.0,0.07,1.19,1573.0,6.87,10.51,15389.0,0.7
EFI,2024-11-14,,0.03,,,0.55,48.0,33.07,17.41,15037.0,0.11
EIC,2024-11-14,,,1700.0,0.07,-1.56,1399.0,16.51,23.95,11962.0,1.93
ELC,2024-11-14,20900.0,3.08,,,1.91,772.0,34.85,20.75,14173.0,1.9
EIN,2024-11-14,,,,,0.82,-136.0,-19.32,119.26,8765.0,0.3
EID,2024-11-14,,,1400.0,0.05,0.25,5174.0,5.28,6.4,30461.0,0.9
EMS,2024-11-14,,,1000.0,0.04,0.56,3066.0,9.2,8.53,13930.0,2.02
EVE,2024-11-14,1900.0,67.01,500.0,0.05,0.99,-784.0,-13.51,7.42,22435.0,0.47
EVF,2024-11-14,14600.0,0.73,,,1.69,754.0,14.52,13.18,12603.0,0.87
EPH,2024-11-14,,0.24,1300.0,0.08,0.53,-331.0,-48.62,4.47,11203.0,1.44
EVS,2024-11-14,,0.36,,,1.62,52.0,99.79,7.99,11860.0,0.44
FBC,2024-11-14,,,20000.0,5.41,,929.0,3.98,0.23,17627.0,0.21
FCN,2024-11-14,,31.24,100.0,0.01,1.03,-204.0,-62.77,33.59,21215.0,0.6
FGL,2024-11-14,,,,,0.24,-1100.0,-9.18,-25.27,1373.0,7.36
FHS,2024-11-14,,,1800.0,0.06,-0.26,4509.0,6.92,5.68,15897.0,1.96
FHN,2024-11-14,,,400.0,0.03,0.12,141.0,99.87,19.23,15962.0,0.88
FIC,2024-11-14,,,500.0,0.03,-0.31,448.0,32.04,23.79,12568.0,1.14
FID,2024-11-14,,,,,-0.32,-180.0,-7.22,26.78,10666.0,0.12
FMC,2024-11-14,,31.03,2000.0,0.04,0.64,4251.0,10.7,9.3,34848.0,1.31
FIT,2024-11-14,,0.03,,,0.85,461.0,9.15,5.31,17469.0,0.24
FLC,2024-11-14,,2.16,,,,-2649.0,-1.32,2.82,11190.0,0.31
FOC,2024-11-14,,0.87,2000.0,0.02,1.95,7795.0,10.9,7.48,42855.0,1.98
FOX,2024-11-14,,,2000.0,0.02,1.84,5627.0,16.98,13.4,20705.0,4.61
FPT,2024-11-14,487810.0,45.93,1000.0,0.01,1.04,5652.0,24.38,18.51,24213.0,5.69
FRC,2024-11-14,,,,,0.13,8.0,3320.0,10.67,11678.0,2.13
FRT,2024-11-14,15200.0,37.47,,,0.89,775.0,215.71,182.13,14614.0,11.43
FSO,2024-11-14,,,,,,,,41.49,,
FTI,2024-11-14,,,,,,-331.0,-11.18,70.72,8688.0,0.43
FDC,2024-11-14,,0.02,,,-0.12,26.0,612.09,120.6,11571.0,1.38
EVG,2024-11-14,53500.0,0.46,,,1.71,178.0,34.52,13.97,13233.0,0.47
FIR,2024-11-14,2800.0,0.2,,,0.17,25.0,185.92,3.77,11544.0,0.41
FTS,2024-11-14,74400.0,30.38,500.0,0.01,1.87,1822.0,23.47,31.14,12940.0,3.3
FCC,2024-11-14,,,,,,,,99.95,,
FT1,2024-11-14,,1.52,3700.0,0.08,0.25,,,6.4,,
FCS,2024-11-14,,,,,2.02,-17.0,-467.18,183.25,2090.0,3.78
FTM,2024-11-14,,0.55,,,0.02,-2591.0,-0.27,5.83,-15777.0,-0.04
FCM,2024-11-14,,2.94,,,0.96,-41.0,-79.16,9.65,11717.0,0.27
FRM,2024-11-14,,,426.0,0.1,0.07,117.0,34.92,18.45,11343.0,0.36
FUCTVGF3,2024-11-14,,,,,,,,,,
GSM,2024-11-14,,,2000.0,0.09,1.05,1700.0,13.53,25.85,16119.0,1.43
FUCTVGF4,2024-11-14,,,,,,,,,,
FUEDCMID,2024-11-14,600.0,83.26,,,,,,,,
FUEKIV30,2024-11-14,2000000.0,96.76,,,,,,,,
FUCVREIT,2024-11-14,,1.62,,,,,,,,
FUEBFVND,2024-11-14,,,,,,,,,,
FUEKIVFS,2024-11-14,,87.26,,,,,,,,
FUEFCV50,2024-11-14,,1.81,,,,,,,,
FUEIP100,2024-11-14,,2.22,,,,,,,,
FUCTVGF5,2024-11-14,,0.46,,,,,,,,
FUEABVND,2024-11-14,,,,,,,,,,
FUEMAV30,2024-11-14,6200.0,89.63,,,,,,,,
FUEKIVND,2024-11-14,,98.39,,,,,,,,
FUESSV30,2024-11-14,1300.0,33.32,,,,,,,,
G20,2024-11-14,,0.14,,,1.29,-1835.0,-0.27,2.77,4322.0,0.12
FUESSVFL,2024-11-14,5200.0,50.59,,,,,,,,
FUEVN100,2024-11-14,100.0,7.62,,,,,,,,
FUEVFVND,2024-11-14,105580.0,93.5,,,,,,,,
