stock_code,date,foreign_buy,percent_foreign_ownership,cash_dividend,dividend_yield,beta,eps,pe,forward_pe,bvps,pb
FUEMAV30,2024-07-11,,89.62,,,,,,,,
FUEMAVND,2024-07-11,2000.0,92.9,,,,,,,,
FUESSV30,2024-07-11,1000.0,33.54,,,,,,,,
A32,2024-08-11,,,3500.0,0.1,0.91,,,5.62,,
AAA,2024-08-11,500.0,2.14,,,1.53,967.0,8.92,8.75,15896.0,0.54
AAH,2024-08-11,,,,,1.63,100.0,36.4,9.74,10100.0,0.36
AAM,2024-08-11,,0.92,,,0.02,-511.0,-13.11,82.72,18914.0,0.35
AAS,2024-08-11,,1.01,,,1.83,339.0,20.09,6.53,10837.0,0.63
AAT,2024-08-11,,0.82,,,0.73,257.0,13.18,24.01,10117.0,0.34
AAV,2024-08-11,,0.11,,,1.49,-140.0,-44.2,17.11,11201.0,0.55
ABB,2024-08-11,,16.41,,,0.63,67.0,113.17,7.87,12759.0,0.6
ABC,2024-08-11,,0.91,500.0,0.05,1.66,1551.0,6.87,7.53,24214.0,0.44
ABI,2024-08-11,11900.0,9.92,1000.0,0.04,1.02,2394.0,10.58,5.73,21353.0,1.19
ABR,2024-08-11,,48.4,2000.0,0.15,0.57,584.0,22.27,14.97,14474.0,0.9
ABS,2024-08-11,,,,,0.95,52.0,72.56,15.2,11513.0,0.33
ABT,2024-08-11,,2.29,2000.0,0.05,0.11,6431.0,6.2,7.65,44535.0,0.9
ABW,2024-08-11,8900.0,0.61,,,1.34,1016.0,8.64,7.11,14023.0,0.63
ACB,2024-08-11,300000.0,30.0,1000.0,0.04,0.95,3992.0,6.29,6.37,17654.0,1.42
ACC,2024-08-11,,7.7,,,0.95,646.0,20.73,12.66,12588.0,1.06
ACE,2024-08-11,,0.23,3500.0,0.1,0.5,2069.0,17.64,8.7,20029.0,1.82
ACG,2024-08-11,,38.55,2300.0,0.06,0.87,3263.0,12.7,14.2,27898.0,1.49
ACL,2024-08-11,,2.27,,,0.27,202.0,58.84,7.46,16100.0,0.74
ACM,2024-08-11,,1.9,,,1.45,-296.0,-1.69,8.5,6575.0,0.08
ACS,2024-08-11,,,,,0.27,,,16.75,,
ACV,2024-08-11,351900.0,3.69,,,1.42,4613.0,25.65,27.47,26223.0,4.51
ADC,2024-08-11,,,1500.0,0.07,0.19,3562.0,5.81,4.29,19715.0,1.05
ADG,2024-08-11,,46.4,,,0.01,1230.0,8.94,4.4,17034.0,0.65
ADP,2024-08-11,,0.83,4150.0,0.14,0.43,3934.0,7.37,13.92,11800.0,2.46
ADS,2024-08-11,,0.14,1000.0,0.11,1.35,433.0,20.9,6.28,12055.0,0.75
AFX,2024-08-11,,,,,0.64,922.0,8.08,6.98,13319.0,0.56
AG1,2024-08-11,,,230.0,0.02,0.43,422.0,23.2,5.3,10038.0,0.98
AGF,2024-08-11,,0.47,,,0.27,-95.0,-27.39,14.62,-6510.0,-0.4
AGG,2024-08-11,200.0,0.94,,,1.38,2253.0,6.99,4.93,19924.0,0.79
AGM,2024-08-11,,0.56,,,0.61,-14767.0,-0.24,12.74,-5250.0,-0.67
AGP,2024-08-11,,,,,0.13,2040.0,19.11,15.56,16654.0,2.34
AGR,2024-08-11,,0.29,700.0,0.04,1.94,585.0,31.11,21.19,11241.0,1.62
AGX,2024-08-11,,1.74,1500.0,0.02,0.29,,,8.26,,
AIC,2024-08-11,,75.11,,,1.15,-34.0,-352.28,36.91,10759.0,1.11
ALT,2024-08-11,,,1000.0,0.07,0.17,-262.0,-54.22,12.49,37018.0,0.38
ALV,2024-08-11,,0.34,,,1.38,-233.0,-25.88,6.11,11280.0,0.54
AMC,2024-08-11,,2.84,1300.0,0.08,0.12,2173.0,7.73,7.72,18084.0,0.93
AMD,2024-08-11,,0.72,,,,-782.0,-1.41,8.99,10588.0,0.1
AME,2024-08-11,,2.24,,,0.58,328.0,15.24,14.26,12214.0,0.41
AMP,2024-08-11,,,,,0.86,278.0,36.72,20.96,13863.0,0.74
AMS,2024-08-11,,35.47,300.0,0.03,2.03,1134.0,8.53,6.93,13358.0,0.72
AMV,2024-08-11,,,,,1.05,-445.0,-3.82,4.46,12403.0,0.14
ANT,2024-08-11,,,,,0.68,3330.0,6.92,12.12,15725.0,1.47
ANV,2024-08-11,84800.0,1.54,500.0,0.03,1.67,464.0,38.47,7.79,21470.0,0.83
APC,2024-08-11,,15.02,,,-0.05,-1019.0,-6.28,132.04,28639.0,0.22
APF,2024-08-11,,,4500.0,0.08,0.47,6614.0,8.02,10.53,37627.0,1.41
APG,2024-08-11,,9.33,,,1.26,-300.0,-30.82,8.66,10887.0,0.85
APH,2024-08-11,71500.0,28.44,,,1.31,511.0,12.43,4.93,24122.0,0.26
API,2024-08-11,25000.0,0.75,,,2.44,-558.0,-13.81,17.04,10709.0,0.72
APL,2024-08-11,,,1200.0,0.07,0.18,,,8.11,,
APP,2024-08-11,,0.47,,,1.51,-685.0,-12.51,11.56,10089.0,0.85
APS,2024-08-11,6700.0,0.99,,,1.85,550.0,11.99,11.18,10006.0,0.66
APT,2024-08-11,,,,,0.62,-2698.0,-0.89,3.3,-7606.0,-0.32
ARM,2024-08-11,,0.11,1000.0,0.04,0.43,974.0,25.66,16.99,12044.0,2.08
ART,2024-08-11,,0.66,,,,-247.0,-5.25,6.01,1391.0,0.93
ASA,2024-08-11,,0.25,,,,18.0,697.29,15.75,,
ASG,2024-08-11,,0.73,,,0.26,396.0,47.74,74.08,22369.0,0.84
ASM,2024-08-11,5000.0,12.45,,,1.39,615.0,14.4,4.1,21836.0,0.41
ASP,2024-08-11,,48.97,,,0.54,196.0,20.47,16.64,7668.0,0.52
AST,2024-08-11,1100.0,43.51,1200.0,0.02,0.45,3016.0,18.17,10.72,14435.0,3.8
ATA,2024-08-11,,0.05,,,1.32,60.0,8.4,0.2,-25217.0,-0.02
ATB,2024-08-11,,0.06,,,0.43,-278.0,-2.16,2.6,2348.0,0.26
ATG,2024-08-11,,0.09,,,0.64,-50.0,-54.22,82.19,41.0,65.85
ATS,2024-08-11,,0.15,,,-0.49,51.0,314.16,11.2,12452.0,1.28
AVC,2024-08-11,,,8584.0,0.15,0.22,3154.0,17.63,35.5,14976.0,3.71
AVF,2024-08-11,,0.21,,,,-2388.0,-0.17,1.16,-45240.0,-0.01
AVG,2024-08-11,,0.07,,,2.47,727.0,34.39,35.79,16336.0,1.53
BAB,2024-08-11,,,,,0.48,1213.0,9.89,9.77,12748.0,0.94
BAF,2024-08-11,,2.2,,,1.07,1104.0,20.66,17.81,11857.0,1.92
BAL,2024-08-11,,0.08,700.0,0.08,0.16,,,18.12,,
BAX,2024-08-11,4000.0,16.38,2500.0,0.07,-0.04,3610.0,10.53,15.03,26963.0,1.41
BBC,2024-08-11,,0.73,1500.0,0.03,0.12,7085.0,7.06,8.49,78292.0,0.64
BBH,2024-08-11,,,200.0,0.02,-0.74,,,40.99,,
BBM,2024-08-11,,0.25,200.0,0.03,1.06,1448.0,5.18,26.27,13753.0,0.55
BBS,2024-08-11,,0.53,900.0,0.08,0.1,1423.0,7.94,15.78,17721.0,0.64
BBT,2024-08-11,,0.8,,,-1.06,-2060.0,-6.38,15.14,7233.0,1.82
BCA,2024-08-11,,,,,2.21,20691.0,0.54,21.06,28219.0,0.39
BCB,2024-08-11,,,2919.0,4.17,,28.0,24.84,0.2,10028.0,0.07
BCC,2024-08-11,,0.93,,,1.07,-1082.0,-7.21,6.05,14097.0,0.55
BCE,2024-08-11,,1.83,,,0.63,-240.0,-25.51,8.32,8827.0,0.69
BCF,2024-08-11,,,1800.0,0.05,-0.48,3069.0,13.03,16.95,12222.0,3.27
BCG,2024-08-11,114800.0,1.39,,,1.44,341.0,19.17,6.04,24196.0,0.27
BCM,2024-08-11,3600.0,2.04,1800.0,0.03,1.17,2796.0,24.1,29.68,19392.0,3.48
BCO,2024-08-11,,,,,,,,10.32,,
BCP,2024-08-11,,3.26,,,0.19,77.0,151.53,116.33,12606.0,0.93
BCR,2024-08-11,,0.01,,,1.83,210.0,25.62,6.03,12713.0,0.42
BCV,2024-08-11,,,,,,194.0,111.09,30.71,11704.0,1.84
BDB,2024-08-11,,,800.0,0.09,0.05,648.0,13.42,8.17,11858.0,0.73
BDG,2024-08-11,,1.42,2500.0,0.07,0.5,5882.0,5.95,9.23,23059.0,1.52
BDT,2024-08-11,,0.12,648.0,0.09,1.36,152.0,48.78,27.56,14226.0,0.52
BDW,2024-08-11,,0.05,2550.0,0.11,0.17,3294.0,7.07,6.08,16175.0,1.44
BED,2024-08-11,,,2200.0,0.07,-0.06,2128.0,14.47,17.33,13691.0,2.25
BEL,2024-08-11,,,1000.0,0.03,0.14,3.0,11870.5,36.0,8268.0,3.99
BFC,2024-08-11,100.0,4.39,2500.0,0.07,1.94,5624.0,6.64,10.17,25337.0,1.47
BGE,2024-08-11,1000.0,0.01,,,2.41,567.0,19.29,15.55,14015.0,0.78
BGW,2024-08-11,,,548.0,0.03,0.18,551.0,29.04,25.93,10519.0,1.52
BHA,2024-08-11,,0.03,1250.0,0.06,0.16,2629.0,8.29,22.87,14651.0,1.49
BHC,2024-08-11,,0.9,,,0.51,2.0,995.48,78.57,-17140.0,-0.13
BHG,2024-08-11,,,,,,1745.0,6.3,78.63,11097.0,0.99
BHI,2024-08-11,,75.02,,,-0.37,-21.0,-618.22,131.0,11803.0,1.11
BHK,2024-08-11,,0.01,900.0,0.04,0.07,,,19.06,,
BHN,2024-08-11,,17.57,2700.0,0.07,0.25,1423.0,27.75,45.33,22286.0,1.77
BHP,2024-08-11,,0.03,250.0,0.04,-2.0,-461.0,-14.11,21.45,15453.0,0.42
BIC,2024-08-11,,45.45,1500.0,0.05,1.22,4004.0,8.27,6.47,24106.0,1.37
BID,2024-08-11,23700.0,17.02,,,1.1,4201.0,11.33,13.17,24286.0,1.96
BIG,2024-08-11,500.0,0.03,,,1.14,,,4.39,,
BII,2024-08-11,,,,,1.23,30.0,23.62,0.79,8971.0,0.08
BIO,2024-08-11,,,650.0,0.04,0.97,,,22.02,,
BKC,2024-08-11,,0.14,,,0.1,2115.0,5.58,26.64,17543.0,0.67
BKG,2024-08-11,,0.1,,,0.5,184.0,17.93,9.45,12473.0,0.26
BLF,2024-08-11,,,,,1.35,-370.0,-9.75,8.48,10581.0,0.34
BLI,2024-08-11,2600.0,1.02,,,1.11,1122.0,8.3,6.9,14705.0,0.63
BLN,2024-08-11,,0.01,,,,,,29.69,,
BLT,2024-08-11,,0.02,8800.0,0.22,-0.16,,,25.45,,
BMC,2024-08-11,300.0,5.05,1150.0,0.05,0.51,2152.0,9.85,15.49,18469.0,1.15
BMD,2024-08-11,,,700.0,0.07,1.07,,,5.41,11879.0,0.81
BMF,2024-08-11,,,,,0.58,826.0,11.43,7.29,11152.0,0.85
BMG,2024-08-11,,19.17,1500.0,0.08,0.11,915.0,21.09,7.3,16974.0,1.14
BMI,2024-08-11,2400.0,30.3,500.0,0.02,1.23,2303.0,9.01,6.64,22835.0,0.91
BMJ,2024-08-11,,,,,1.33,465.0,21.92,15.75,11469.0,0.89
BMN,2024-08-11,,,700.0,0.08,0.17,1693.0,5.02,5.94,10561.0,0.8
BMP,2024-08-11,17600.0,84.24,18340.0,0.14,0.93,12419.0,10.52,10.38,35922.0,3.64
BMS,2024-08-11,,0.36,,,2.3,364.0,25.05,9.97,11994.0,0.76
BMV,2024-08-11,,,,,-0.02,49.0,241.26,87.49,10139.0,1.16
BNA,2024-08-11,,,,,0.82,2260.0,5.18,4.3,21005.0,0.56
BNW,2024-08-11,,,780.0,0.08,,1314.0,7.0,12.24,11020.0,0.83
BOT,2024-08-11,,0.17,,,1.1,-1227.0,-1.96,28.44,1717.0,1.4
BPC,2024-08-11,,1.35,200.0,0.02,0.78,67.0,141.83,46.88,24596.0,0.39
BQB,2024-08-11,,0.48,,,0.34,-230.0,-16.08,11562.5,4431.0,0.84
BRC,2024-08-11,1900.0,1.24,1100.0,0.08,0.17,1854.0,7.47,8.73,16849.0,0.82
BRR,2024-08-11,,,700.0,0.04,-0.1,1276.0,14.11,14.87,12399.0,1.45
BRS,2024-08-11,,,1400.0,0.06,,-62.0,-357.78,6.78,13744.0,1.61
BSA,2024-08-11,,,1980.0,0.09,0.17,478.0,47.62,29.61,14040.0,1.62
BSC,2024-08-11,,4.83,,,0.06,727.0,20.07,18.38,12733.0,1.15
BSD,2024-08-11,,0.4,500.0,0.04,1.49,,,184.94,,
BSG,2024-08-11,,,,,0.05,643.0,17.86,17.56,6035.0,1.9
BSH,2024-08-11,,0.31,2000.0,0.1,-0.08,2261.0,8.84,11.84,17702.0,1.13
BSI,2024-08-11,17000.0,40.09,,,1.89,1868.0,25.64,22.98,22306.0,2.15
BSL,2024-08-11,,0.25,700.0,0.07,0.46,734.0,12.94,12.28,10979.0,0.87
BSP,2024-08-11,,,1000.0,0.1,-0.31,324.0,30.88,126.47,14973.0,0.67
BSQ,2024-08-11,,0.01,1500.0,0.08,0.12,1996.0,9.92,9.43,18410.0,1.08
BSR,2024-08-11,300.0,0.67,700.0,0.03,1.68,961.0,22.2,57.64,17940.0,1.19
BST,2024-08-11,,0.22,1300.0,0.09,-0.67,1744.0,8.26,7.54,14033.0,1.03
BT1,2024-08-11,,,800.0,0.06,-0.17,,,9.42,,
BT6,2024-08-11,,8.28,,,,-1264.0,-2.69,7.01,-29147.0,-0.12
BTB,2024-08-11,,0.01,,,-0.71,401.0,13.21,2015.21,14037.0,0.38
BTD,2024-08-11,,,2200.0,0.12,0.88,1443.0,12.92,13.53,39656.0,0.47
BTG,2024-08-11,,,,,-0.98,205.0,31.77,15.47,15349.0,0.42
BTH,2024-08-11,,,700.0,0.02,0.45,19685.0,1.74,2.15,29022.0,1.18
BTN,2024-08-11,,,,,0.63,,,-1.58,,
BTP,2024-08-11,,8.65,3272.0,0.27,0.39,502.0,24.52,40.86,17220.0,0.71
BTS,2024-08-11,,0.12,,,0.33,-1217.0,-4.19,-4.96,9278.0,0.55
BTT,2024-08-11,,4.91,3350.0,0.1,0.19,3337.0,10.49,9.01,28086.0,1.25
BTU,2024-08-11,,,1000.0,0.07,0.33,112.0,125.02,7.43,11159.0,1.25
BTV,2024-08-11,,,,,0.56,1362.0,9.77,10.46,9902.0,1.34
BTW,2024-08-11,,21.8,2212.0,0.05,0.02,5995.0,6.76,6.89,28498.0,1.42
BVB,2024-08-11,,0.08,,,1.52,301.0,38.64,32.11,10933.0,1.06
BVG,2024-08-11,,0.09,,,0.1,-1385.0,-1.59,9.53,5026.0,0.44
BVH,2024-08-11,60200.0,26.64,954.0,0.02,0.85,2570.0,17.08,112.37,31998.0,1.37
BVL,2024-08-11,,,,,-0.52,430.0,24.64,7.41,14247.0,0.74
BVN,2024-08-11,,0.29,,,-0.35,,,4.25,,
BVS,2024-08-11,70200.0,2.53,800.0,0.02,2.73,2556.0,16.12,16.44,34272.0,1.2
BWA,2024-08-11,,,450.0,0.04,0.03,,,26.02,,
BWE,2024-08-11,1900.0,11.95,,,0.9,3158.0,14.35,14.23,24367.0,1.86
BWS,2024-08-11,,0.81,1000.0,0.03,0.09,2973.0,11.44,13.88,11531.0,2.95
BXH,2024-08-11,,,250.0,0.02,0.83,133.0,114.38,81.17,18085.0,0.84
C12,2024-08-11,,,,,,558.0,5.74,3.88,16475.0,0.19
C21,2024-08-11,,0.08,,,0.05,-470.0,-37.26,42.3,35675.0,0.49
C22,2024-08-11,,,1000.0,0.06,0.07,,,7.11,,
C32,2024-08-11,,1.08,,,0.07,83.0,211.93,16.49,36027.0,0.49
C47,2024-08-11,,0.04,,,0.52,232.0,26.27,8.87,12125.0,0.5
C4G,2024-08-11,,,,,1.37,578.0,14.4,11.88,10911.0,0.76
C69,2024-08-11,,0.37,,,0.72,260.0,26.19,21.01,13592.0,0.5
C92,2024-08-11,,3.7,,,1.0,180.0,21.14,20.19,11622.0,0.33
CAB,2024-08-11,,,326.0,0.03,0.71,656.0,16.78,51.93,12277.0,0.9
CAD,2024-08-11,,3.45,,,2.56,-4237.0,-0.12,5.2,-71532.0,-0.01
CAG,2024-08-11,,,168.0,0.02,0.62,-26.0,-284.74,23.0,10404.0,0.72
CAN,2024-08-11,,26.23,1200.0,0.03,-0.33,-190.0,-187.66,20.07,27601.0,1.29
CAP,2024-08-11,,,5000.0,0.11,0.38,2307.0,19.89,10.01,15719.0,2.92
CAT,2024-08-11,,,1000.0,0.05,-0.2,1135.0,16.32,6.45,11104.0,1.67
CBI,2024-08-11,,,,,-0.59,-826.0,-11.5,81.53,8976.0,1.06
CBS,2024-08-11,,,5500.0,0.18,0.36,,,4.73,,
CC1,2024-08-11,,0.01,,,1.62,764.0,18.33,8.51,12291.0,1.14
CC4,2024-08-11,,,500.0,0.04,-0.29,478.0,25.11,23.13,13525.0,0.89
CCA,2024-08-11,,,800.0,0.05,-1.46,237.0,62.03,14.79,18315.0,0.8
CCC,2024-08-11,,,,,-0.02,753.0,24.58,15.25,14257.0,1.3
CCI,2024-08-11,,2.37,1300.0,0.06,0.17,2079.0,9.86,13.7,15473.0,1.32
CCL,2024-08-11,,0.91,500.0,0.06,1.79,821.0,9.41,7.67,12106.0,0.64
CCM,2024-08-11,,,2000.0,0.04,0.03,7621.0,6.31,5.42,37668.0,1.28
CCP,2024-08-11,,,,,-0.86,-400.0,-81.35,31.2,10849.0,3.0
CCR,2024-08-11,,0.07,450.0,0.03,1.11,678.0,20.94,17.4,11313.0,1.26
CCT,2024-08-11,,0.03,,,-1.46,187.0,62.12,62.61,9455.0,1.23
CCV,2024-08-11,,,3137.0,0.06,0.15,,,10.64,,
CDC,2024-08-11,8200.0,1.35,,,0.22,980.0,17.65,8.01,15774.0,1.1
CDG,2024-08-11,,,950.0,0.43,0.33,1538.0,1.43,2.1,13099.0,0.17
CDH,2024-08-11,,,500.0,0.05,2.12,,,4.9,,
CDN,2024-08-11,,,1400.0,0.05,0.09,3024.0,10.15,8.33,17762.0,1.73
CDO,2024-08-11,,0.29,,,0.63,-163.0,-12.92,165.35,6573.0,0.32
CDP,2024-08-11,,,500.0,0.05,0.34,1009.0,10.6,10.03,11731.0,0.91
CDR,2024-08-11,,,500.0,0.04,1.8,,,17.65,,
CE1,2024-08-11,,,,,,,,6.05,,
CEG,2024-08-11,,,250.0,0.03,,,,37.24,,
CEN,2024-08-11,,,,,0.12,-3.0,-693.07,65.14,10072.0,0.21
CEO,2024-08-11,3000.0,5.13,,,2.19,327.0,46.49,54.76,11713.0,1.3
CET,2024-08-11,,0.87,,,-0.45,-29.0,-170.42,6.25,11138.0,0.45
CFM,2024-08-11,,0.53,200.0,0.02,0.44,,,15.83,,
CFV,2024-08-11,,,,,-1.54,2693.0,8.17,68.03,13496.0,1.63
CGV,2024-08-11,,0.14,,,2.84,,,21.29,,
CH5,2024-08-11,,,1100.0,0.07,0.17,,,13.95,,
CHC,2024-08-11,,,,,-1.16,,,25.58,,
CHP,2024-08-11,,3.8,2500.0,0.07,0.11,2110.0,15.92,25.31,12258.0,2.74
CHS,2024-08-11,,3.24,1400.0,0.12,0.53,1429.0,8.26,9.28,12080.0,0.98
CI5,2024-08-11,,,,,0.21,,,71.94,,
CIA,2024-08-11,,0.95,,,0.88,468.0,20.73,44.36,17764.0,0.55
CID,2024-08-11,,2.92,653.0,0.02,-2.15,-105.0,-267.85,,4615.0,6.07
CIG,2024-08-11,,0.05,,,0.25,168.0,49.68,17.6,4968.0,1.68
CII,2024-08-11,2900.0,5.86,800.0,0.05,1.59,1598.0,9.42,11.16,29499.0,0.51
CIP,2024-08-11,,,,,0.71,,,27.43,,
CJC,2024-08-11,,0.27,,,,770.0,33.49,37.53,11219.0,2.3
CK8,2024-08-11,,,,,,,,3.97,,
CKA,2024-08-11,,,5000.0,0.12,-0.71,,,6.3,,
CKD,2024-08-11,,0.03,1900.0,0.08,0.01,3093.0,7.31,9.1,16901.0,1.34
CKG,2024-08-11,,0.02,,,0.68,1428.0,17.75,17.01,14977.0,1.69
CKV,2024-08-11,,0.19,1100.0,0.09,1.34,477.0,25.15,17.87,18951.0,0.63
CLC,2024-08-11,,2.26,4000.0,0.08,0.06,6371.0,7.64,10.28,33676.0,1.44
CLG,2024-08-11,,0.53,,,,631.0,0.79,5.44,1254.0,0.4
CLH,2024-08-11,100.0,5.31,2600.0,0.12,0.09,2896.0,7.63,6.63,14923.0,1.48
CLL,2024-08-11,,10.59,2600.0,0.07,-0.11,2916.0,12.84,12.79,17679.0,2.12
CLM,2024-08-11,,,3000.0,0.04,-0.15,18089.0,4.11,10.19,66093.0,1.12
CLW,2024-08-11,,4.79,1600.0,0.04,0.01,3749.0,11.34,11.0,18787.0,2.26
CLX,2024-08-11,,1.34,700.0,0.04,1.87,2192.0,7.23,7.46,20496.0,0.77
CMC,2024-08-11,,,,,0.38,-300.0,-22.66,6.2,13366.0,0.51
CMD,2024-08-11,,0.04,3000.0,0.13,0.18,2779.0,8.2,10.76,21739.0,1.05
CMF,2024-08-11,,24.38,5000.0,0.01,0.49,20528.0,16.45,10.69,114829.0,2.94
CMG,2024-08-11,268200.0,43.38,600.0,0.01,1.97,1861.0,28.48,24.91,18091.0,2.93
CMI,2024-08-11,,0.38,,,-0.34,-574.0,-1.92,0.87,-6620.0,-0.17
CMK,2024-08-11,,,,,,1205.0,7.3,11.8,12005.0,0.73
CMM,2024-08-11,,,,,-0.29,888.0,10.24,10.48,11996.0,0.76
CMN,2024-08-11,,0.06,2600.0,0.04,1.13,2405.0,27.03,11.56,26231.0,2.48
CMP,2024-08-11,,,,,,316.0,25.65,562.11,10779.0,0.75
CMS,2024-08-11,,,,,0.95,176.0,60.37,44.01,10965.0,0.97
CMT,2024-08-11,,3.43,1000.0,0.07,3.08,3653.0,3.65,4.27,23016.0,0.58
CMV,2024-08-11,,0.04,400.0,0.04,0.28,695.0,12.95,14.27,13366.0,0.67
CMW,2024-08-11,,0.01,441.0,0.03,-0.05,1016.0,12.81,14.61,11123.0,1.17
CMX,2024-08-11,400.0,17.09,,,1.35,650.0,12.12,7.65,15180.0,0.52
CNA,2024-08-11,,,,,,,,,,
CNC,2024-08-11,,6.25,4000.0,0.13,0.54,4449.0,7.1,8.76,106196.0,0.3
CNG,2024-08-11,,2.87,1200.0,0.04,1.44,3124.0,10.29,12.72,17608.0,1.83
CNN,2024-08-11,,,1215.0,0.03,1.66,,,26.83,,
CNT,2024-08-11,,,100.0,0.01,2.79,4576.0,3.2,6.24,13594.0,1.08
COM,2024-08-11,,0.21,1500.0,0.05,-0.11,2461.0,12.58,27.31,29945.0,1.03
CPA,2024-08-11,,,,,0.61,-396.0,-17.67,-30.32,2293.0,3.05
CPC,2024-08-11,,4.12,1800.0,0.1,0.17,2511.0,7.17,8.8,20846.0,0.86
CPH,2024-08-11,,,1848.0,6.16,,482.0,0.62,0.15,10981.0,0.03
CPI,2024-08-11,,,,,0.45,45.0,89.37,29.2,-661.0,-6.05
CQN,2024-08-11,,,1000.0,0.03,0.73,1591.0,17.98,18.46,12712.0,2.25
CQT,2024-08-11,,,800.0,0.09,-0.43,196.0,45.84,9.96,9735.0,0.92
CRC,2024-08-11,,0.16,,,0.4,1407.0,4.94,7.45,13529.0,0.51
CRE,2024-08-11,,4.03,,,0.79,68.0,103.13,14.73,12186.0,0.57
CSC,2024-08-11,,,,,1.31,1076.0,24.72,7.61,22641.0,1.17
CSI,2024-08-11,12700.0,33.7,,,2.97,-693.0,-45.65,29.53,10128.0,3.12
CSM,2024-08-11,,0.75,300.0,0.03,0.85,840.0,13.87,15.09,13043.0,0.89
CST,2024-08-11,,,2000.0,0.09,1.61,7304.0,3.07,7.38,25057.0,0.9
CSV,2024-08-11,35800.0,2.2,2500.0,0.07,1.97,3950.0,9.33,15.59,13752.0,2.68
CT3,2024-08-11,,,,,,,,10.71,,
CT6,2024-08-11,,0.03,,,-0.37,1506.0,5.78,13.29,10362.0,0.84
CTA,2024-08-11,,0.26,,,,-843.0,-1.66,4.51,4690.0,0.3
CTB,2024-08-11,1100.0,0.5,2000.0,0.09,0.1,2119.0,10.33,6.66,21659.0,1.01
CTC,2024-08-11,,0.48,,,,-118.0,-11.02,12.84,6632.0,0.2
CTD,2024-08-11,300.0,49.0,,,1.38,3259.0,21.38,16.8,83762.0,0.83
CTF,2024-08-11,1700.0,3.35,,,0.14,212.0,152.42,36.09,12085.0,2.67
CTG,2024-08-11,140400.0,26.55,,,1.07,4128.0,8.62,9.9,26254.0,1.36
CTI,2024-08-11,5500.0,0.54,,,1.37,1966.0,8.14,9.16,27447.0,0.58
CTN,2024-08-11,,1.53,,,,-532.0,-0.94,1.39,-3545.0,-0.14
CTP,2024-08-11,14000.0,0.68,,,1.55,28.0,1281.69,27.15,12261.0,2.93
CTR,2024-08-11,123500.0,9.67,4639.0,0.04,1.74,4639.0,27.61,27.56,14780.0,8.67
CTS,2024-08-11,10600.0,0.51,,,1.89,1382.0,27.38,20.09,14879.0,2.54
CTT,2024-08-11,,0.45,1000.0,0.06,0.02,2972.0,5.55,5.17,14107.0,1.17
CTW,2024-08-11,,,660.0,0.02,-1.36,3150.0,9.37,13.8,19821.0,1.49
CTX,2024-08-11,,0.01,,,,130.0,58.56,9.99,12900.0,0.59
CVN,2024-08-11,,,,,-0.32,27.0,70.14,0.94,13600.0,0.14
CVT,2024-08-11,,0.46,,,0.36,1418.0,18.08,18.45,26528.0,0.97
CX8,2024-08-11,,,,,0.67,66.0,99.26,24.37,10507.0,0.63
CYC,2024-08-11,,10.69,,,,-14134.0,-0.21,13.12,5942.0,0.49
D11,2024-08-11,,,,,0.1,487.0,21.58,20.07,25644.0,0.41
D17,2024-08-11,,,2000.0,0.05,0.06,1405.0,30.25,11.64,21967.0,1.93
D2D,2024-08-11,,0.61,8700.0,0.27,0.59,678.0,48.35,22.34,30863.0,1.06
DAC,2024-08-11,,6.46,,,0.29,-4503.0,-1.0,-0.53,1997.0,2.25
DAD,2024-08-11,,,2000.0,0.1,-0.01,2494.0,8.18,6.8,20936.0,0.97
DAE,2024-08-11,,,1200.0,0.08,0.25,1665.0,9.31,7.65,21893.0,0.71
DAG,2024-08-11,,0.86,,,0.56,-889.0,-1.57,8.89,452.0,3.1
DAH,2024-08-11,,,,,0.77,20.0,157.84,26.1,10955.0,0.28
DAN,2024-08-11,,0.17,700.0,0.02,-0.45,3012.0,9.76,7.99,36128.0,0.81
DAS,2024-08-11,,,1000.0,0.16,0.25,,,5.25,,
DAT,2024-08-11,,0.01,,,0.29,938.0,7.9,5.13,12654.0,0.59
DBC,2024-08-11,5600.0,9.03,,,1.54,2151.0,13.01,12.84,19503.0,1.44
DBD,2024-08-11,46300.0,14.76,,,0.43,3427.0,14.33,14.36,17448.0,2.81
DBM,2024-08-11,,1.07,1700.0,0.07,0.22,2895.0,8.81,8.25,24723.0,1.03
DBT,2024-08-11,,1.28,,,0.39,987.0,12.16,5.02,14070.0,0.85
DC1,2024-08-11,,0.74,,,-0.78,,,17.95,,
DC2,2024-08-11,,2.4,,,0.34,529.0,14.74,11.03,11047.0,0.71
DC4,2024-08-11,21800.0,0.45,,,1.05,3744.0,3.27,6.43,13559.0,0.9
DCF,2024-08-11,,,,,0.49,1742.0,29.73,33.78,15784.0,3.28
DCG,2024-08-11,,5.25,1500.0,0.13,-0.16,659.0,18.22,4.55,13442.0,0.89
DCH,2024-08-11,,,100.0,0.01,0.08,,,55.8,,
DCL,2024-08-11,,1.12,,,0.61,869.0,31.06,15.44,20316.0,1.33
DCM,2024-08-11,13900.0,7.05,2000.0,0.05,1.7,2886.0,12.73,24.48,18690.0,1.97
DCR,2024-08-11,,,,,-1.1,324.0,14.61,30.76,10556.0,0.45
DCS,2024-08-11,,0.62,,,-0.35,11.0,52.22,15.73,10487.0,0.06
